raceId,weather,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
945,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3],0,0,0,0,0
948,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4],0,0,0,0,0
949,Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4],0,0,0,0,0
950,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4],0,0,0,0,0
951,Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southwest[4],0,0,0,0,0
952,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4],0,0,0,0,0
953,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]",0,0,1,1,0
954,Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,0
955,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,0
956,Cloudy,0,0,0,0,1
957,"Wet at start, dry later",0,0,1,1,0
958,Sunny,1,0,0,0,0
959,Partially cloudy and dry,0,0,1,0,1
960,Partially cloudy and dry,0,0,1,0,1
961,"Sunny, warm",1,0,0,0,0
962,Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2],0,0,0,0,0
963,Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2],0,0,0,0,0
964,Cloudy,0,0,0,0,1
965,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2],1,0,0,0,0
966,Sunny,1,0,0,0,0
967,Rain and 16 °C (60.8 °F),0,0,0,1,0
968,Sunny,1,0,0,0,0
969,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3],0,0,0,0,0
970,"Light rain at start, drying later.",0,0,0,1,0
971,Clear,1,0,0,0,0
972,Sunny,1,0,0,0,0
973,Sunny,1,0,0,0,0
974,Sunny,1,0,0,0,0
975,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4],1,0,0,0,0
976,Sunny,1,0,0,0,0
977,Partly cloudy,0,0,0,0,1
978,Overcast,0,0,0,0,1
979,Sunny,1,0,0,0,0
980,Partially cloudy and dry,0,0,1,0,1
981,Sunny,1,0,0,0,0
982,"Wet at start, then drying. Air temperature: 28°C (82°F)",0,0,0,1,0
983,Cloudy,0,0,0,0,1
984,Sunny,1,0,0,0,0
985,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4],1,0,0,0,0
986,"Sunny, dry",0,0,1,0,0
987,Sunny,1,0,0,0,0
988,Clear,1,0,0,0,0
989,Sunny,1,0,0,0,0
990,Clear,1,0,0,0,0
991,Sunny,1,0,0,0,0
992,Cloudy,0,0,0,0,1
993,"Partially cloudy and dry, 16°C and cold.",0,0,0,0,1
994,Sunny,1,0,0,0,0
995,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2],0,0,0,0,0
996,"Partially cloudy, warm and dry",1,0,1,0,0
997,Sunny,1,0,0,0,0
998,Sunny 27.0 °C (80.6 °F)[2],1,0,0,0,0
999,Overcast with intermittent rain,0,0,0,1,1
1000,Sunny,1,0,0,0,0
1001,Cloudy,0,0,0,0,1
1002,Sunny,1,0,0,0,0
1003,Clear,1,0,0,0,0
1004,Cloudy,0,0,0,0,1
1005,Partly cloudy,0,0,0,0,1
1006,Partly cloudy,0,0,0,0,1
1007,Sunny,1,0,0,0,0
1008,Cloudy,0,0,0,0,1
1009,Clear,1,0,0,0,0
1010,Sunny,1,0,0,0,0
1011,Clear,1,0,0,0,0
1012,Partly cloudy,0,0,0,0,1
1013,Mostly sunny,1,0,0,0,0
1014,Sunny,1,0,0,0,0
1015,Overcast,0,0,0,0,1
1016,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2],0,0,0,0,0
1017,Clear,1,0,0,0,0
1018,"Sunny, 36C (97F)",0,0,0,0,0
1019,Partly cloudy,0,0,0,0,1
1020,"Early rain, Late clouds",0,0,0,0,1
1021,Sunny,1,0,0,0,0
1022,Partly cloudy,0,0,0,0,1
1023,Partly cloudy,0,0,0,0,1
1024,Slightly hazy,0,0,0,0,0
1025,Partly cloudy,0,0,0,0,1
1026,Sunny,1,0,0,0,0
1027,Partly cloudy,0,0,0,0,1
1028,Sunny,1,0,0,0,0
1029,Sunny,1,0,0,0,0
1030,Clear,1,0,0,0,0
1031,Sunny,1,0,0,0,0
1032,Sunny,1,0,0,0,0
1033,"Wet at start, partly cloudy",0,0,0,1,1
1034,Partly cloudy,0,0,0,0,1
1035,Sunny,1,0,0,0,0
1036,Partly cloudy,0,0,0,0,1
1037,Partly cloudy,0,0,0,0,1
1038,Sunny,1,0,0,0,0
1039,Sunny,1,0,0,0,0
1040,Sunny,1,0,0,0,0
1041,"Partly cloudy, 10 °C (50 °F)",0,0,0,0,0
1042,Cloudy,0,0,0,0,1
1043,Partly cloudy,0,0,0,0,1
1044,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F),0,0,0,1,0
1045,Clear,1,0,0,0,0
1046,Clear,1,0,0,0,0
1047,Clear,1,0,0,0,0
1053,"Wet at start, drying during race, 9 °C (48 °F)",0,0,0,1,0
1074,Clear,1,0,0,0,0
1052,"Clear, 21 °C (70 °F)",0,0,0,0,0
1051,Clear,1,0,0,0,0
1054,Light cloud,0,0,0,0,0
1055,Cloudy,0,0,0,0,1
1056,Sunny,1,0,0,0,0
1057,Sunny,1,0,0,0,0
1058,Partly cloudy. Ambient temperature: 25 to 29 °C (77 to 84 °F); Surface temperature: 48 to 56 °C (118 to 133 °F),0,0,0,0,0
1059,Windy and partly cloudy. Ambient temperature: 24 to 27 °C (75 to 81 °F); Surface temperature: 33 to 38 °C (91 to 100 °F),0,0,0,0,0
1060,Partly cloudy,0,0,0,0,1
1061,Clear. Ambient: 29 to 31 °C (84 to 88 °F); Surface: 48 to 52 °C (118 to 126 °F),0,0,0,0,0
1062,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).[3],0,0,0,1,0
1063,Wet; persistent rain,0,0,0,1,0
1064,Sunny,1,0,0,0,0
1065,Sunny,1,0,0,0,0
1066,Cloudy and rainy,0,0,0,1,1
1067,Overcast with intermittent rain,0,0,0,1,1
1069,Sunny,1,0,0,0,0
1070,Sunny,1,0,0,0,0
1071,Sunny,1,0,0,0,0
1072,Clear,1,0,0,0,0
1073,Clear,1,0,0,0,0
1075,Clear,1,0,0,0,0
1076,Partly cloudy,0,0,0,0,1
1077,Cloudy in a wet and drying track[2],0,0,0,1,1
1078,"Warm, partly cloudy",0,0,0,0,1
1079,Sunny,1,0,0,0,0
1080,Rain and partly cloudy in wet-and-drying track conditions,0,0,0,1,1
1081,Sunny,1,0,0,0,0
1082,Sunny,1,0,0,0,0
1083,Partly cloudy,0,0,0,0,1
1084,Partly cloudy,0,0,0,0,1
1085,Sunny,1,0,0,0,0
1086,"Overcast with drizzle throughout, light rain at the end",0,0,0,1,1
1087,Sunny,1,0,0,0,0
1088,Partly cloudy,0,0,0,0,1
1089,Sunny,1,0,0,0,0
1091,Partly cloudy in a wet and drying track,0,0,0,1,1
1092,Rain,0,0,0,1,0
1093,Partly cloudy,0,0,0,0,1
1094,Partly cloudy,0,0,0,0,1
1095,Cloudy,0,0,0,0,1
1096,Clear,1,0,0,0,0
1098,Clear,1,0,0,0,0
1099,Clear,1,0,0,0,0
1100,Sunny,1,0,0,0,0
1101,Partly cloudy,0,0,0,0,1
1102,Partly cloudy,0,0,0,0,1
1104,"Cloudy, with some rain intervals",0,0,0,1,0
1105,Cloudy,0,0,0,0,1
1106,Partly cloudy,0,0,0,0,1
1107,,0,0,0,0,0
1108,,0,0,0,0,0
1109,,0,0,0,0,0
1110,,0,0,0,0,0
1111,,0,0,0,0,0
1112,,0,0,0,0,0
1113,,0,0,0,0,0
1114,,0,0,0,0,0
1115,,0,0,0,0,0
1116,,0,0,0,0,0
1117,,0,0,0,0,0
1118,,0,0,0,0,0
1119,,0,0,0,0,0
1120,,0,0,0,0,0
